X_mm,Z_mm,path_index
-243.826,99.851,0
-244.070,99.651,0
-244.313,99.451,0
-244.513,99.293,0
-244.713,99.133,0
-244.965,98.949,0
-245.200,98.777,0
-245.422,98.616,0
-245.660,98.444,0
-245.860,98.299,0
-246.060,98.153,0
-246.336,97.953,0
-246.610,97.753,0
-246.810,97.608,0
-247.010,97.461,0
-247.283,97.261,0
-247.555,97.061,0
-247.755,96.914,0
-247.955,96.767,0
-248.184,96.598,0
-248.400,96.439,0
-249.114,95.913,0
-249.369,95.725,0
-249.569,95.578,0
-249.841,95.378,0
-250.041,95.230,0
-250.241,95.083,0
-250.513,94.883,0
-250.822,94.656,0
-251.026,94.505,0
-251.184,94.389,0
-251.309,94.297,0
-251.563,94.110,0
-251.805,93.916,0
-252.082,93.694,0
-252.187,93.452,0
-252.302,93.200,0
-252.436,92.800,0
-252.570,92.400,0
-252.665,92.107,0
-252.749,91.841,0
-252.814,91.641,0
-252.879,91.441,0
-253.079,91.153,0
-253.279,90.849,0
-253.532,90.649,0
-253.796,90.449,0
-253.996,90.409,0
-254.196,90.360,0
-254.509,90.341,0
-254.800,90.322,0
-255.160,90.143,0
-255.522,89.963,0
-255.683,89.581,0
-255.846,89.200,0
-255.846,88.800,0
-255.848,88.400,0
-255.848,88.000,0
-255.848,87.600,0
-255.848,87.200,0
-255.847,86.800,0
-255.847,86.400,0
-255.847,86.000,0
-255.847,85.995,0
-255.847,85.990,0
-255.846,85.600,0
-255.845,85.200,0
-255.843,84.800,0
-255.841,84.400,0
-255.839,84.000,0
-255.837,83.600,0
-255.836,83.200,0
-255.835,82.800,0
-255.836,82.400,0
-255.838,82.000,0
-255.840,81.600,0
-255.841,81.200,0
-255.841,80.800,0
-255.841,80.400,0
-255.841,80.000,0
-255.841,79.600,0
-255.841,79.383,0
-255.841,78.983,0
-255.841,78.899,0
-255.841,78.793,0
-255.841,78.563,0
-255.841,78.400,0
-255.841,78.291,0
-255.841,78.000,0
-255.840,77.600,0
-255.840,77.200,0
-255.840,76.800,0
-255.840,76.400,0
-255.829,76.000,0
-255.819,75.600,0
-255.661,75.235,0
-255.499,74.866,0
-255.322,74.666,0
-255.144,74.466,0
-255.081,74.231,0
-255.021,74.000,0
-254.975,73.600,0
-254.929,73.200,0
-254.903,72.800,0
-254.877,72.400,0
-254.874,72.350,0
-254.855,72.083,0
-254.850,72.000,0
-254.837,71.806,0
-254.824,71.613,0
-254.278,71.613,0
-240.000,71.613,0
-240.000,72.047,0
-240.000,72.168,0
-240.000,73.757,0
-240.000,74.638,0
-240.000,75.851,0
-240.000,78.398,0
-240.000,78.580,0
-240.000,78.899,0
-252.583,78.899,0
-253.840,78.899,0
-253.840,79.016,0
-253.840,79.600,0
-253.841,80.000,0
-253.841,80.400,0
-253.840,80.800,0
-253.840,81.200,0
-253.839,81.600,0
-253.838,82.000,0
-253.837,82.400,0
-253.836,82.800,0
-253.836,83.200,0
-253.837,83.600,0
-253.839,84.000,0
-253.840,84.400,0
-253.842,84.800,0
-253.844,85.200,0
-253.845,85.600,0
-253.846,85.990,0
-252.999,85.990,0
-252.977,85.990,0
-251.395,85.990,0
-249.950,85.990,0
-249.932,85.990,0
-248.642,85.990,0
-248.626,85.990,0
-247.451,85.990,0
-246.363,85.990,0
-246.350,85.990,0
-245.366,85.990,0
-245.354,85.990,0
-244.448,85.990,0
-244.436,85.990,0
-243.600,85.990,0
-243.589,85.990,0
-242.814,85.990,0
-242.804,85.990,0
-242.084,85.990,0
-242.075,85.990,0
-241.405,85.990,0
-241.396,85.990,0
-240.168,85.990,0
-239.088,85.990,0
-238.131,85.990,0
-222.000,85.990,0
-222.000,92.166,0
-222.000,92.364,0
-222.000,92.578,0
-222.000,92.805,0
-222.000,93.040,0
-222.000,93.280,0
-222.000,93.520,0
-222.000,93.754,0
-222.000,93.979,0
-222.000,94.191,0
-222.000,100.926,0
-222.000,101.153,0
-222.000,101.391,0
-222.000,101.638,0
-222.000,101.888,0
-222.000,102.136,0
-222.000,102.378,0
-222.000,102.610,0
-222.000,102.826,0
-222.000,103.024,0
-222.000,103.198,0
-222.000,103.346,0
-222.000,103.466,0
-222.000,106.778,0
-222.000,107.716,0
-222.000,107.723,0
-222.000,107.740,0
-222.000,107.767,0
-222.000,107.803,0
